date,round,group,stadium,stadium_capacity,team1,t1_win_rate,t1_avg_goals,team2,t2_win_rate,t2_avg_goals,rivalry_match_count,rivalry_avg_goals,score1,score2,stakes_score,watchability_score
2026-06-11,Matchday 1,Group A,Mexico City,87523,Mexico,0.5143992055610725,1.76266137040715,South Africa,0.4462809917355372,1.3471074380165289,5,3.4,2.0,0.0,0.3,5.9
2026-06-11,Matchday 1,Group A,Guadalajara (Zapopan),48056,South Korea,0.5336633663366337,1.7762376237623765,Czech Republic,0.5261707988980716,1.7768595041322317,4,3.75,2.0,1.0,0.3,5.0
2026-06-12,Matchday 2,Group B,Toronto,45000,Canada,0.3818565400843882,1.30168776371308,Bosnia and Herzegovina,0.3658536585365853,1.3693379790940767,1,2.0,1.0,1.0,0.3,1.0
2026-06-12,Matchday 2,Group D,Los Angeles (Inglewood),70240,United States,0.4458438287153652,1.5239294710327456,Paraguay,0.350253807106599,1.2766497461928934,10,2.4,4.0,1.0,0.3,3.3
2026-06-13,Matchday 3,Group D,Vancouver,54500,Australia,0.5076923076923077,2.0,Turkey,0.4031007751937984,1.3984496124031007,3,2.333333333333333,2.0,0.0,0.3,4.0
2026-06-13,Matchday 3,Group C,New York/New Jersey (East Rutherford),82500,Brazil,0.6349952963311383,2.176857949200376,Morocco,0.4967845659163987,1.4887459807073955,4,2.5,1.0,1.0,0.3,7.7
2026-06-13,Matchday 3,Group C,Boston (Foxborough),65878,Haiti,0.4210526315789473,1.6374269005847952,Scotland,0.4718969555035129,1.7037470725995316,1,1.0,0.0,1.0,0.3,4.4
2026-06-13,Matchday 3,Group B,San Francisco Bay Area (Santa Clara),68500,Qatar,0.4075235109717868,1.4059561128526643,Switzerland,0.3592342342342342,1.4966216216216215,2,1.5,1.0,1.0,0.3,3.0
2026-06-14,Matchday 4,Group E,Houston,72220,Germany,0.5806763285024155,2.252173913043478,Curaçao,0.3685567010309278,1.6391752577319587,1,8.0,7.0,1.0,0.3,6.2
2026-06-14,Matchday 4,Group E,Philadelphia,69796,Ivory Coast,0.5109375,1.6359375,Ecuador,0.3092436974789916,1.2084033613445375,1,1.0,1.0,0.0,0.3,3.3
2026-06-14,Matchday 4,Group F,Dallas (Arlington),80000,Netherlands,0.5152887882219706,2.097395243488109,Japan,0.4924433249370277,1.827455919395466,4,3.0,2.0,2.0,0.3,7.2
2026-06-14,Matchday 4,Group F,Monterrey (Guadalupe),53500,Sweden,0.490497737556561,1.9710407239819008,Tunisia,0.434654919236417,1.433186490455213,5,2.2,5.0,1.0,0.3,4.1
2026-06-15,Matchday 5,Group G,Seattle,69000,Belgium,0.4480746791131855,1.8191365227537923,Egypt,0.5,1.6197368421052631,5,2.6,1.0,1.0,0.3,5.3
2026-06-15,Matchday 5,Group G,Los Angeles (Inglewood),70240,Iran,0.567479674796748,1.8829268292682928,New Zealand,0.4105011933174224,1.7494033412887828,3,2.333333333333333,2.0,2.0,0.3,5.8
2026-06-15,Matchday 5,Group H,Miami (Miami Gardens),64767,Saudi Arabia,0.4717741935483871,1.5309139784946235,Uruguay,0.4398766700924974,1.579650565262076,4,2.5,1.0,1.0,0.3,4.2
2026-06-15,Matchday 5,Group H,Atlanta,71000,Spain,0.5895806861499364,2.04574332909784,Cape Verde,0.3723849372384937,1.096234309623431,1,0.0,0.0,0.0,0.3,4.9
2026-06-16,Matchday 6,Group J,Kansas City,76416,Argentina,0.5554520037278659,1.9002795899347624,Algeria,0.465378421900161,1.5426731078904992,2,5.0,3.0,0.0,0.3,6.2
2026-06-16,Matchday 6,Group J,San Francisco Bay Area (Santa Clara),68500,Austria,0.4259259259259259,1.7905092592592593,Jordan,0.3688524590163934,1.274590163934426,1,4.0,3.0,1.0,0.3,3.4
2026-06-16,Matchday 6,Group I,New York/New Jersey (East Rutherford),82500,France,0.5127659574468085,1.83936170212766,Senegal,0.4657320872274143,1.3894080996884737,3,2.333333333333333,3.0,1.0,0.3,5.9
2026-06-16,Matchday 6,Group I,Boston (Foxborough),65878,Iraq,0.4620060790273556,1.5288753799392096,Norway,0.3778538812785388,1.5536529680365296,1,5.0,1.0,4.0,0.3,3.6
2026-06-17,Matchday 7,Group L,Dallas (Arlington),80000,England,0.5740402193784278,2.183729433272395,Croatia,0.5275,1.735,12,3.4166666666666665,4.0,2.0,0.3,8.1
2026-06-17,Matchday 7,Group L,Toronto,45000,Ghana,0.4622222222222222,1.5614814814814817,Panama,0.3376383763837638,1.2527675276752768,1,1.0,1.0,0.0,0.3,1.6
2026-06-17,Matchday 7,Group K,Houston,72220,Portugal,0.5021459227467812,1.7668097281831188,DR Congo,0.3920454545454545,1.4848484848484849,1,2.0,1.0,1.0,0.3,4.7
2026-06-17,Matchday 7,Group K,Mexico City,87523,Uzbekistan,0.4733893557422969,1.7226890756302522,Colombia,0.4065420560747663,1.2897196261682242,1,4.0,1.0,3.0,0.3,5.0
2026-06-18,Matchday 8,Group B,Vancouver,54500,Canada,0.3818565400843882,1.30168776371308,Qatar,0.4075235109717868,1.4059561128526643,2,4.0,6.0,0.0,0.3,1.9
2026-06-18,Matchday 8,Group A,Atlanta,71000,Czech Republic,0.5261707988980716,1.7768595041322317,South Africa,0.4462809917355372,1.3471074380165289,2,3.0,1.0,1.0,0.3,4.9
2026-06-18,Matchday 8,Group A,Guadalajara (Zapopan),48056,Mexico,0.5143992055610725,1.76266137040715,South Korea,0.5336633663366337,1.7762376237623765,15,2.933333333333333,1.0,0.0,0.3,5.2
2026-06-18,Matchday 8,Group B,Los Angeles (Inglewood),70240,Switzerland,0.3592342342342342,1.4966216216216215,Bosnia and Herzegovina,0.3658536585365853,1.3693379790940767,2,3.5,4.0,1.0,0.3,2.7
2026-06-19,Matchday 9,Group C,Philadelphia,69796,Brazil,0.6349952963311383,2.176857949200376,Haiti,0.4210526315789473,1.6374269005847952,4,5.25,3.0,0.0,0.3,6.7
2026-06-19,Matchday 9,Group C,Boston (Foxborough),65878,Scotland,0.4718969555035129,1.7037470725995316,Morocco,0.4967845659163987,1.4887459807073955,2,2.0,0.0,1.0,0.3,4.7
2026-06-19,Matchday 9,Group D,San Francisco Bay Area (Santa Clara),68500,Turkey,0.4031007751937984,1.3984496124031007,Paraguay,0.350253807106599,1.2766497461928934,1,1.0,0.0,1.0,0.3,2.4
2026-06-19,Matchday 9,Group D,Seattle,69000,United States,0.4458438287153652,1.5239294710327456,Australia,0.5076923076923077,2.0,5,2.0,2.0,0.0,0.3,5.5
2026-06-20,Matchday 10,Group E,Kansas City,76416,Ecuador,0.3092436974789916,1.2084033613445375,Curaçao,0.3685567010309278,1.6391752577319587,1,0.0,0.0,0.0,0.3,2.7
2026-06-20,Matchday 10,Group E,Toronto,45000,Germany,0.5806763285024155,2.252173913043478,Ivory Coast,0.5109375,1.6359375,2,3.5,2.0,1.0,0.3,5.6
2026-06-20,Matchday 10,Group F,Houston,72220,Netherlands,0.5152887882219706,2.097395243488109,Sweden,0.490497737556561,1.9710407239819008,26,3.8846153846153846,5.0,1.0,0.3,7.6
2026-06-20,Matchday 10,Group F,Monterrey (Guadalupe),53500,Tunisia,0.434654919236417,1.433186490455213,Japan,0.4924433249370277,1.827455919395466,6,2.1666666666666665,0.0,4.0,0.3,3.9
2026-06-21,Matchday 11,Group G,Los Angeles (Inglewood),70240,Belgium,0.4480746791131855,1.8191365227537923,Iran,0.567479674796748,1.8829268292682928,1,0.0,0.0,0.0,0.3,6.2
2026-06-21,Matchday 11,Group G,Vancouver,54500,New Zealand,0.4105011933174224,1.7494033412887828,Egypt,0.5,1.6197368421052631,4,2.0,1.0,3.0,0.3,4.0
2026-06-21,Matchday 11,Group H,Atlanta,71000,Spain,0.5895806861499364,2.04574332909784,Saudi Arabia,0.4717741935483871,1.5309139784946235,4,3.75,4.0,0.0,0.3,6.4
2026-06-21,Matchday 11,Group H,Miami (Miami Gardens),64767,Uruguay,0.4398766700924974,1.579650565262076,Cape Verde,0.3723849372384937,1.096234309623431,1,4.0,2.0,2.0,0.3,2.6
2026-06-22,Matchday 12,Group J,Dallas (Arlington),80000,Argentina,0.5554520037278659,1.9002795899347624,Austria,0.4259259259259259,1.7905092592592593,3,3.333333333333333,2.0,0.0,0.3,6.6
2026-06-22,Matchday 12,Group I,Philadelphia,69796,France,0.5127659574468085,1.83936170212766,Iraq,0.4620060790273556,1.5288753799392096,1,3.0,3.0,0.0,0.3,5.3
2026-06-22,Matchday 12,Group J,San Francisco Bay Area (Santa Clara),68500,Jordan,0.3688524590163934,1.274590163934426,Algeria,0.465378421900161,1.5426731078904992,3,3.6666666666666665,1.0,2.0,0.3,3.3
2026-06-22,Matchday 12,Group I,New York/New Jersey (East Rutherford),82500,Norway,0.3778538812785388,1.5536529680365296,Senegal,0.4657320872274143,1.3894080996884737,2,4.0,3.0,2.0,0.3,4.4
2026-06-23,Matchday 13,Group K,Guadalajara (Zapopan),48056,Colombia,0.4065420560747663,1.2897196261682242,DR Congo,0.3920454545454545,1.4848484848484849,1,1.0,1.0,0.0,0.3,1.7
2026-06-23,Matchday 13,Group L,Boston (Foxborough),65878,England,0.5740402193784278,2.183729433272395,Ghana,0.4622222222222222,1.5614814814814817,2,1.0,0.0,0.0,0.3,6.2
2026-06-23,Matchday 13,Group L,Toronto,45000,Panama,0.3376383763837638,1.2527675276752768,Croatia,0.5275,1.735,1,1.0,0.0,1.0,0.3,2.4
2026-06-23,Matchday 13,Group K,Houston,72220,Portugal,0.5021459227467812,1.7668097281831188,Uzbekistan,0.4733893557422969,1.7226890756302522,1,5.0,5.0,0.0,0.3,5.6
2026-06-24,Matchday 14,Group B,Seattle,69000,Bosnia and Herzegovina,0.3658536585365853,1.3693379790940767,Qatar,0.4075235109717868,1.4059561128526643,3,2.6666666666666665,3.0,1.0,0.3,2.8
2026-06-24,Matchday 14,Group A,Mexico City,87523,Czech Republic,0.5261707988980716,1.7768595041322317,Mexico,0.5143992055610725,1.76266137040715,2,3.0,0.0,3.0,0.3,7.1
2026-06-24,Matchday 14,Group C,Atlanta,71000,Morocco,0.4967845659163987,1.4887459807073955,Haiti,0.4210526315789473,1.6374269005847952,1,6.0,4.0,2.0,0.3,4.5
2026-06-24,Matchday 14,Group C,Miami (Miami Gardens),64767,Scotland,0.4718969555035129,1.7037470725995316,Brazil,0.6349952963311383,2.176857949200376,11,2.0,0.0,3.0,0.3,7.1
2026-06-24,Matchday 14,Group A,Monterrey (Guadalupe),53500,South Africa,0.4462809917355372,1.3471074380165289,South Korea,0.5336633663366337,1.7762376237623765,1,1.0,1.0,0.0,0.3,3.9
2026-06-24,Matchday 14,Group B,Vancouver,54500,Switzerland,0.3592342342342342,1.4966216216216215,Canada,0.3818565400843882,1.30168776371308,2,3.5,2.0,1.0,0.3,1.8
2026-06-25,Matchday 15,Group E,Philadelphia,69796,Curaçao,0.3685567010309278,1.6391752577319587,Ivory Coast,0.5109375,1.6359375,1,2.0,0.0,2.0,0.3,4.4
2026-06-25,Matchday 15,Group E,New York/New Jersey (East Rutherford),82500,Ecuador,0.3092436974789916,1.2084033613445375,Germany,0.5806763285024155,2.252173913043478,3,4.0,2.0,1.0,0.3,5.7
2026-06-25,Matchday 15,Group F,Dallas (Arlington),80000,Japan,0.4924433249370277,1.827455919395466,Sweden,0.490497737556561,1.9710407239819008,5,2.2,1.0,1.0,0.3,6.8
2026-06-25,Matchday 15,Group D,San Francisco Bay Area (Santa Clara),68500,Paraguay,0.350253807106599,1.2766497461928934,Australia,0.5076923076923077,2.0,6,1.0,0.0,0.0,0.3,4.4
2026-06-25,Matchday 15,Group F,Kansas City,76416,Tunisia,0.434654919236417,1.433186490455213,Netherlands,0.5152887882219706,2.097395243488109,4,3.5,1.0,3.0,0.3,5.9
2026-06-25,Matchday 15,Group D,Los Angeles (Inglewood),70240,Turkey,0.4031007751937984,1.3984496124031007,United States,0.4458438287153652,1.5239294710327456,6,3.1666666666666665,3.0,2.0,0.3,3.8
2026-06-26,Matchday 16,Group H,Houston,72220,Cape Verde,0.3723849372384937,1.096234309623431,Saudi Arabia,0.4717741935483871,1.5309139784946235,1,0.0,0.0,0.0,0.3,3.2
2026-06-26,Matchday 16,Group G,Seattle,69000,Egypt,0.5,1.6197368421052631,Iran,0.567479674796748,1.8829268292682928,2,2.0,1.0,1.0,0.3,6.1
2026-06-26,Matchday 16,Group G,Vancouver,54500,New Zealand,0.4105011933174224,1.7494033412887828,Belgium,0.4480746791131855,1.8191365227537923,1,6.0,1.0,5.0,0.3,3.9
2026-06-26,Matchday 16,Group I,Boston (Foxborough),65878,Norway,0.3778538812785388,1.5536529680365296,France,0.5127659574468085,1.83936170212766,17,2.8823529411764706,1.0,4.0,0.3,5.0
2026-06-26,Matchday 16,Group I,Toronto,45000,Senegal,0.4657320872274143,1.3894080996884737,Iraq,0.4620060790273556,1.5288753799392096,1,5.0,5.0,0.0,0.3,2.7
2026-06-26,Matchday 16,Group H,Guadalajara (Zapopan),48056,Uruguay,0.4398766700924974,1.579650565262076,Spain,0.5895806861499364,2.04574332909784,11,2.272727272727273,0.0,1.0,0.3,5.1
2026-06-27,Matchday 17,Group J,Kansas City,76416,Algeria,0.465378421900161,1.5426731078904992,Austria,0.4259259259259259,1.7905092592592593,2,4.0,3.0,3.0,0.3,5.1
2026-06-27,Matchday 17,Group K,Miami (Miami Gardens),64767,Colombia,0.4065420560747663,1.2897196261682242,Portugal,0.5021459227467812,1.7668097281831188,1,0.0,0.0,0.0,0.3,4.0
2026-06-27,Matchday 17,Group L,Philadelphia,69796,Croatia,0.5275,1.735,Ghana,0.4622222222222222,1.5614814814814817,1,3.0,2.0,1.0,0.3,5.3
2026-06-27,Matchday 17,Group K,Atlanta,71000,DR Congo,0.3920454545454545,1.4848484848484849,Uzbekistan,0.4733893557422969,1.7226890756302522,1,4.0,3.0,1.0,0.3,4.3
2026-06-27,Matchday 17,Group J,Dallas (Arlington),80000,Jordan,0.3688524590163934,1.274590163934426,Argentina,0.5554520037278659,1.9002795899347624,1,4.0,1.0,3.0,0.3,5.2
2026-06-27,Matchday 17,Group L,New York/New Jersey (East Rutherford),82500,Panama,0.3376383763837638,1.2527675276752768,England,0.5740402193784278,2.183729433272395,2,4.5,0.0,2.0,0.3,5.7
2026-06-28,Round of 32,Unknown Group,Los Angeles (Inglewood),70240,South Africa,0.4462809917355372,1.3471074380165289,Canada,0.3818565400843882,1.30168776371308,2,1.5,0.0,1.0,0.55,3.8
2026-06-29,Round of 32,Unknown Group,Houston,72220,Brazil,0.6349952963311383,2.176857949200376,Japan,0.4924433249370277,1.827455919395466,15,3.2,2.0,1.0,0.55,8.8
2026-06-29,Round of 32,Unknown Group,Boston (Foxborough),65878,Germany,0.5806763285024155,2.252173913043478,Paraguay,0.350253807106599,1.2766497461928934,3,3.0,1.0,1.0,0.55,5.9
2026-06-29,Round of 32,Unknown Group,Monterrey (Guadalupe),53500,Netherlands,0.5152887882219706,2.097395243488109,Morocco,0.4967845659163987,1.4887459807073955,4,2.75,1.0,1.0,0.55,5.8
2026-06-30,Round of 32,Unknown Group,New York/New Jersey (East Rutherford),82500,France,0.5127659574468085,1.83936170212766,Sweden,0.490497737556561,1.9710407239819008,24,2.5,3.0,0.0,0.55,8.5
2026-06-30,Round of 32,Unknown Group,Dallas (Arlington),80000,Ivory Coast,0.5109375,1.6359375,Norway,0.3778538812785388,1.5536529680365296,1,3.0,1.0,2.0,0.55,5.8
2026-06-30,Round of 32,Unknown Group,Mexico City,87523,Mexico,0.5143992055610725,1.76266137040715,Ecuador,0.3092436974789916,1.2084033613445375,27,2.6666666666666665,2.0,0.0,0.55,6.2
2026-07-01,Round of 32,Unknown Group,Seattle,69000,Belgium,0.4480746791131855,1.8191365227537923,Senegal,0.4657320872274143,1.3894080996884737,1,5.0,2.0,2.0,0.55,5.3
2026-07-01,Round of 32,Unknown Group,Atlanta,71000,England,0.5740402193784278,2.183729433272395,DR Congo,0.3920454545454545,1.4848484848484849,1,3.0,2.0,1.0,0.55,6.6
2026-07-01,Round of 32,Unknown Group,San Francisco Bay Area (Santa Clara),68500,United States,0.4458438287153652,1.5239294710327456,Bosnia and Herzegovina,0.3658536585365853,1.3693379790940767,4,2.5,2.0,0.0,0.55,4.1
2026-07-02,Round of 32,Unknown Group,Toronto,45000,Portugal,0.5021459227467812,1.7668097281831188,Croatia,0.5275,1.735,11,2.727272727272727,2.0,1.0,0.55,5.5
2026-07-02,Round of 32,Unknown Group,Los Angeles (Inglewood),70240,Spain,0.5895806861499364,2.04574332909784,Austria,0.4259259259259259,1.7905092592592593,17,4.0,3.0,0.0,0.55,7.7
2026-07-02,Round of 32,Unknown Group,Vancouver,54500,Switzerland,0.3592342342342342,1.4966216216216215,Algeria,0.465378421900161,1.5426731078904992,3,2.333333333333333,2.0,0.0,0.55,3.6
2026-07-03,Round of 32,Unknown Group,Miami (Miami Gardens),64767,Argentina,0.5554520037278659,1.9002795899347624,Cape Verde,0.3723849372384937,1.096234309623431,1,5.0,1.0,1.0,0.55,4.8
2026-07-03,Round of 32,Unknown Group,Dallas (Arlington),80000,Australia,0.5076923076923077,2.0,Egypt,0.5,1.6197368421052631,3,1.6666666666666667,1.0,1.0,0.55,7.4
2026-07-03,Round of 32,Unknown Group,Kansas City,76416,Colombia,0.4065420560747663,1.2897196261682242,Ghana,0.4622222222222222,1.5614814814814817,1,1.0,1.0,0.0,0.55,4.8
2026-07-04,Round of 16,Unknown Group,Houston,72220,Canada,0.3818565400843882,1.30168776371308,Morocco,0.4967845659163987,1.4887459807073955,5,3.4,0.0,3.0,0.7,5.1
2026-07-04,Round of 16,Unknown Group,Philadelphia,69796,Paraguay,0.350253807106599,1.2766497461928934,France,0.5127659574468085,1.83936170212766,6,3.1666666666666665,0.0,1.0,0.7,5.5
2026-07-05,Round of 16,Unknown Group,New York/New Jersey (East Rutherford),82500,Brazil,0.6349952963311383,2.176857949200376,Norway,0.3778538812785388,1.5536529680365296,4,3.25,1.0,2.0,0.7,8.3
2026-07-05,Round of 16,Unknown Group,Mexico City,87523,Mexico,0.5143992055610725,1.76266137040715,England,0.5740402193784278,2.183729433272395,10,3.1,2.0,3.0,0.7,9.7
2026-07-06,Round of 16,Unknown Group,Dallas (Arlington),80000,Portugal,0.5021459227467812,1.7668097281831188,Spain,0.5895806861499364,2.04574332909784,42,3.0476190476190474,0.0,1.0,0.7,10.0
2026-07-06,Round of 16,Unknown Group,Seattle,69000,United States,0.4458438287153652,1.5239294710327456,Belgium,0.4480746791131855,1.8191365227537923,8,3.75,1.0,4.0,0.7,6.1
2026-07-07,Round of 16,Unknown Group,Atlanta,71000,Argentina,0.5554520037278659,1.9002795899347624,Egypt,0.5,1.6197368421052631,2,4.0,,,0.7,7.5
2026-07-07,Round of 16,Unknown Group,Vancouver,54500,Switzerland,0.3592342342342342,1.4966216216216215,Colombia,0.4065420560747663,1.2897196261682242,4,3.75,,,0.7,3.2
2026-07-09,Quarter-final,Unknown Group,Boston (Foxborough),65878,France,0.5127659574468085,1.83936170212766,Morocco,0.4967845659163987,1.4887459807073955,6,3.333333333333333,,,0.85,7.1
2026-07-11,Quarter-final,Unknown Group,Miami (Miami Gardens),64767,Norway,0.3778538812785388,1.5536529680365296,England,0.5740402193784278,2.183729433272395,12,2.9166666666666665,,,0.85,7.5
